New Account No,Opportunity ID,New Opportunity Name,Est Completion Month ID,Product Category,Opportunity Stage,Est Opportunity Value
781154527,7-VED3631,Phase - 4: Grow percentage of sales from new products,118,Project,Stage - 2,136.5001
781157527,6-JEAU725,Phase - 1: Improve or focus research and development (R&D),120,Services,Stage - 0,1000
782157528,5-GUFE602,Phase - 2: Acquire new customers from innovative offerings,112,Project,Stage - 5,1000
783131529,7-2VJP869,Phase - 6: Great customer service,111,Services,Stage - 0,2000
783153529,7-K2UB616,Phase - 6: Improve customer service,116,Support,Stage - 5,2000
784127530,9-Z7MV853,Phase - 5: Invest in customer management,113,Labour,Stage - 4,500
784151530,6-3PPG855,Phase - 4: Partner with customers to design solutions,117,Project,Stage - 3,1000
785142531,5-3PPG854,Phase - 6: Improve customer satisfaction,117,Labour,Stage - 3,1000
787127533,6-CTPZ948,Phase - 2: Improve customer retention,114,Project,Stage - 0,1000
789178535,7-RREW836,Phase - 3: Develop and use a customer database,109,Services,Stage - 2,2000
790119536,5-SAHM640,Phase - 1: Reduce cost by a certain amount annually,109,Labour,Stage - 3,5000
790148536,6-SAHM978,Phase - 4: Reduce waste by a certain amount,118,Project,Stage - 4,10000
791111537,7-SAHM796,Phase - 4: Invest in Total Quality Management,116,Services,Stage - 2,10000
791159537,8-RTYJ569,Phase - 7: Reduce error rates,112,Project,Stage - 2,15000
79211538,8-YINM828,Phase - 7: Improve and maintain workplace safety,119,Services,Stage - 5,3600
792125538,5-MQ7H871,Phase - 1: Reduce energy usage per unit of production,109,Support,Stage - 0,20000
794127540,8-ZRB6634,Phase - 3: Capitalize on physical facilities,119,Labour,Stage - 0,6825.0068
795171541,8-YNBH904,Phase - 1: Streamline core business processes,116,Project,Stage - 0,2000
795175541,6-YNBH754,Phase - 4: Increase reliability of operations,109,Project,Stage - 1,1000
796111542,9-3WWE961,Phase - 3: Ensure compliance,109,Services,Stage - 0,10000
800111546,5-YWJO860,Phase - 1: Increase recycling,113,Project,Stage - 5,1200
800137546,5-YWJO728,Phase - 2: Improve reporting and transparency,110,Services,Stage - 2,300
800168546,9-A7UD840,Phase - 7: Increase community outreach,114,Project,Stage - 2,5500
803136549,5-VWX2892,Phase - 3: Optimize control framework,116,Services,Stage - 5,5000
804118550,8-VWX2652,Phase - 4: Improve technical and analytical skills,113,Project,Stage - 5,1000
804138550,5-4HIO756,Phase - 2: Improve a certain skill,116,Services,Stage - 0,5000
805127551,6-LWJH821,Phase - 4: Create a performance-focused culture,119,Support,Stage - 1,1100
808132554,9-OPKX827,Phase - 2: Improve productivity with cross-functional teams,112,Labour,Stage - 5,2000
808133554,9-MQZP797,Phase - 6: Invest in tools to make staff more productive,115,Project,Stage - 2,3790
809129555,6-DDAB790,Phase - 3: Improve employee retention,118,Labour,Stage - 3,1001
81014556,7-62FE652,Phase - 5: Attract and retain the best people,109,Project,Stage - 3,1001
810159556,5-5CWB647,Phase - 1: Build high-performing teams,111,Services,Stage - 4,1001
812138558,5-FR3Z707,Phase - 4: Maintain alignment across the organization,120,Labour,Stage - 4,2000
812157558,5-AYFU590,Phase - 5: Develop leadership abilities and potential of the team,120,Project,Stage - 1,5000
81313559,7-AYFU645,Phase - 1: Grow shareholder value,115,Services,Stage - 3,5000
813154559,6-T5ZR990,Phase - 2: Grow earnings per share,118,Project,Stage - 4,2000
821121567,7-PS7V888,Phase - 3: Increase revenue,115,Services,Stage - 3,10000
82117567,9-ZPDN892,Phase - 4: Manage cost,114,Support,Stage - 1,1
82211568,5-WGYQ786,Phase - 5: Maintain appropriate financial leverage,110,Labour,Stage - 1,40000
823159569,6-WGYQ834,Phase - 2: Ensure favorable bond ratings,117,Project,Stage - 0,1000
824118570,6-WGYQ730,Phase - 4: Balance the budget,111,Project,Stage - 3,1682
824121570,9-WGYQ949,Phase - 2: Ensure financial sustainability,110,Services,Stage - 0,10095
82414570,9-73SR965,Phase - 4: Maintain profitability,109,Project,Stage - 3,4700
825145571,9-S5DH804,Phase - 3: Diversify and grow revenue streams,109,Project,Stage - 5,10000
825151571,5-S5DH936,Phase - 4: Best value for the cost,110,Project,Stage - 1,-10000
826149572,7-HLBK845,Phase - 3: Broad product offering,115,Services,Stage - 1,31000
828169574,6-HLBK600,Phase - 7: Reliable products/services,113,Project,Stage - 1,2100
82912575,9-HLBK553,Phase - 3: Cross-sell more products,112,Services,Stage - 4,500
829138575,7-CMWC956,Phase - 2: Increase share of market,117,Project,Stage - 2,5460.0055
830134576,5-3RTP766,Phase - 3: Increase share of wallet,112,Services,Stage - 4,5000
832116578,7-PRY2977,Phase - 4: Partner with customers to provide solutions,110,Project,Stage - 2,800
832149578,9-PRY2667,Phase - 3: Best service,111,Services,Stage - 4,100
832154578,5-PRY2870,Phase - 4: Understands my needs,112,Support,Stage - 5,100
834158580,6-DWEG801,Phase - 1: Most innovative products/services,118,Labour,Stage - 0,1500
835171581,8-4PYP757,Phase - 6: Differentiate the product,113,Project,Stage - 1,5000
837161583,9-7W2V842,Phase - 2: Invest a certain amount in innovation,112,Labour,Stage - 0,3000.273
837173583,5-QTO4678,Phase - 7: Grow percentage of sales from new products,112,Project,Stage - 0,3005.733
838125584,8-Q62P813,Phase - 3: Improve or focus research and development (R&D),119,Services,Stage - 0,1638.0016
83914585,9-Q62P937,Phase - 5: Acquire new customers from innovative offerings,109,Labour,Stage - 0,4095.0041
840135586,7-2GYD769,Phase - 3: Great customer service,111,Project,Stage - 3,20475.0205
840136586,6-2GYD622,Phase - 5: Improve customer service,109,Services,Stage - 2,6825.0068
842127588,9-PJ5U882,Phase - 5: Invest in customer management,114,Project,Stage - 3,4095.0041
843161589,8-PJ5U851,Phase - 2: Partner with customers to design solutions,117,Services,Stage - 0,5460.0055
844111590,8-FJCH990,Phase - 3: Improve customer satisfaction,109,Support,Stage - 1,13650.0137
845152591,5-BX5N964,Phase - 1: Improve customer retention,117,Labour,Stage - 4,10237.5102
846124592,9-BX5N552,Phase - 5: Develop and use a customer database,112,Project,Stage - 2,4095.0041
846135592,6-XJ25754,Phase - 4: Reduce cost by a certain amount annually,110,Project,Stage - 3,2730.0027
846158592,6-XJ25604,Phase - 2: Reduce waste by a certain amount,118,Services,Stage - 0,13650.0137
847133593,5-LS6V730,Phase - 7: Invest in Total Quality Management,111,Project,Stage - 2,50000
848126594,6-LS6V805,Phase - 2: Reduce error rates,111,Services,Stage - 3,4000
84813594,8-22DQ548,Phase - 1: Improve and maintain workplace safety,116,Support,Stage - 2,27300.0273
848172594,9-22DQ768,Phase - 6: Reduce energy usage per unit of production,110,Labour,Stage - 3,61425.0614
849148595,5-M3BZ948,Phase - 5: Capitalize on physical facilities,114,Project,Stage - 5,34125.0341
850142596,8-PXAS811,Phase - 2: Streamline core business processes,111,Services,Stage - 0,27300.0273
850178596,7-42QC547,Phase - 7: Increase reliability of operations,117,Support,Stage - 3,6825.0068
851147597,9-FHQW837,Phase - 3: Ensure compliance,113,Labour,Stage - 5,20475.0205
852155598,7-3DFL900,Phase - 4: Increase recycling,112,Project,Stage - 5,5000
853115599,7-W32Q664,Phase - 7: Improve reporting and transparency,114,Services,Stage - 2,10000
853122599,5-KQH4669,Phase - 3: Increase community outreach,109,Support,Stage - 0,5000
854129600,5-2HHK735,Phase - 7: Optimize control framework,115,Labour,Stage - 0,3000
854139600,5-G2QQ685,Phase - 3: Improve technical and analytical skills,110,Project,Stage - 2,5000
855124601,9-KRH3605,Phase - 3: Improve a certain skill,113,Labour,Stage - 0,1000
855145601,6-RJ2B660,Phase - 4: Create a performance-focused culture,111,Project,Stage - 4,5000
855154601,5-US3B597,Phase - 4: Improve productivity with cross-functional teams,109,Services,Stage - 5,5000
855161601,5-HPUM755,Phase - 5: Invest in tools to make staff more productive,113,Labour,Stage - 1,5000
858143604,8-BM7S950,Phase - 7: Improve employee retention,119,Project,Stage - 5,4000
859129605,8-VM5M932,Phase - 2: Attract and retain the best people,110,Services,Stage - 5,6825.0068
859168605,6-VM5M854,Phase - 5: Build high-performing teams,114,Project,Stage - 2,6825.0068
86013606,8-VM5M608,Phase - 6: Maintain alignment across the organization,109,Services,Stage - 2,27300.0273
864115610,8-VM5M632,Phase - 4: Develop leadership abilities and potential of the team,120,Support,Stage - 2,4095.0041
864167610,8-VM5M902,Phase - 6: Grow shareholder value,112,Labour,Stage - 5,27300.0273
865119611,9-VM5M823,Phase - 1: Grow earnings per share,117,Project,Stage - 3,27300.0273
86512611,6-VM5M939,Phase - 1: Increase revenue,116,Project,Stage - 2,9555.0096
86516611,5-VM5M693,Phase - 7: Manage cost,110,Services,Stage - 0,27300.0273
866127612,6-6SWS737,Phase - 1: Maintain appropriate financial leverage,120,Project,Stage - 0,10000
866131612,6-AZ5D631,Phase - 2: Ensure favorable bond ratings,116,Services,Stage - 2,5000
866176612,9-AZ5D754,Phase - 2: Balance the budget,109,Project,Stage - 5,5000
867152613,9-AZ5D682,Phase - 3: Ensure financial sustainability,118,Services,Stage - 2,10000
869128615,7-E45V824,Phase - 6: Maintain profitability,116,Project,Stage - 5,1000
871152617,7-E45V896,Phase - 1: Diversify and grow revenue streams,109,Services,Stage - 4,1000
87116617,7-E45V647,Phase - 5: Best value for the cost,111,Services,Stage - 0,50000
872147618,9-X4KC640,Phase - 1: Broad product offering,114,Support,Stage - 5,0
873127619,6-X4KC896,Phase - 5: Reliable products/services,117,Labour,Stage - 3,3000
873142619,5-6WDZ871,Phase - 3: Cross-sell more products,110,Project,Stage - 2,5000
874126620,6-RGVW970,Phase - 5: Increase share of market,114,Services,Stage - 4,2000
875157621,9-C7MC651,Phase - 2: Increase share of wallet,114,Support,Stage - 5,20000
878113624,5-C7MC697,Phase - 6: Partner with customers to provide solutions,117,Labour,Stage - 0,61425.0614
880152626,7-R5CM820,Phase - 4: Best service,117,Project,Stage - 4,3000
88112627,6-H2TE922,Phase - 5: Understands my needs,120,Services,Stage - 2,6000
883134629,7-H2TE672,Phase - 2: Most innovative products/services,114,Support,Stage - 0,2000
885136631,6-H2TE751,Phase - 1: Differentiate the product,113,Labour,Stage - 3,4000
88613632,9-RXCG715,Phase - 4: Invest a certain amount in innovation,114,Project,Stage - 0,4000
886154632,7-7B3D783,Phase - 5: Grow percentage of sales from new products,115,Labour,Stage - 2,5000
888139634,5-TLE6858,Phase - 6: Improve or focus research and development (R&D),117,Project,Stage - 1,3412.5034
889115635,5-TLE6808,Phase - 6: Acquire new customers from innovative offerings,113,Services,Stage - 0,3412.5034
891122637,6-E77V893,Phase - 4: Great customer service,117,Labour,Stage - 5,4000
892154638,9-E77V933,Phase - 3: Improve customer service,118,Project,Stage - 3,2000
893119639,6-E77V582,Phase - 4: Invest in customer management,109,Services,Stage - 5,500
893127639,7-PXKI754,Phase - 6: Partner with customers to design solutions,110,Project,Stage - 2,5000
893158639,5-PXKI852,Phase - 7: Improve customer satisfaction,120,Services,Stage - 3,2000
894123640,7-JESD874,Phase - 6: Improve customer retention,109,Support,Stage - 3,10000
895126641,5-JESD550,Phase - 3: Develop and use a customer database,109,Labour,Stage - 1,10000
89516641,9-JESD768,Phase - 5: Reduce cost by a certain amount annually,110,Project,Stage - 5,2500
897112643,8-BG5T607,Phase - 3: Reduce waste by a certain amount,111,Project,Stage - 0,2388.7524
898151644,9-BG5T697,Phase - 1: Invest in Total Quality Management,120,Services,Stage - 1,2240
90314649,9-I2PM616,Phase - 6: Reduce error rates,112,Project,Stage - 2,5000
903155649,5-BSOL617,Phase - 7: Improve and maintain workplace safety,112,Services,Stage - 0,2000
90415650,5-E3WY637,Phase - 2: Reduce energy usage per unit of production,117,Project,Stage - 2,1000
904162650,8-442V989,Phase - 1: Capitalize on physical facilities,110,Services,Stage - 2,800
905154651,6-442V693,Phase - 7: Streamline core business processes,118,Project,Stage - 2,100
905159651,6-442V570,Phase - 3: Increase reliability of operations,110,Services,Stage - 4,100
906151652,6-7ULM951,Phase - 7: Ensure compliance,111,Support,Stage - 2,1365.0014
907113653,5-XCHH728,Phase - 1: Increase recycling,115,Labour,Stage - 0,1365.0014
907169653,9-7ODG871,Phase - 7: Improve reporting and transparency,114,Project,Stage - 1,5000
909115655,9-YFZD947,Phase - 6: Increase community outreach,118,Labour,Stage - 5,1000
909124655,8-YFZD821,Phase - 3: Optimize control framework,111,Project,Stage - 3,5000
909172655,5-M3TL894,Phase - 5: Improve technical and analytical skills,114,Services,Stage - 2,2000
910114656,8-DR5G938,Phase - 3: Improve a certain skill,114,Labour,Stage - 2,5000
91014656,8-CSHW560,Phase - 3: Create a performance-focused culture,119,Project,Stage - 2,1000
911118657,9-SVME990,Phase - 5: Improve productivity with cross-functional teams,118,Services,Stage - 2,5500
911124657,9-3VLJ569,Phase - 7: Invest in tools to make staff more productive,119,Project,Stage - 0,6825.0068
911125657,9-YM4U903,Phase - 4: Improve employee retention,118,Services,Stage - 5,1829.1018
912115658,5-5WS6682,Phase - 1: Attract and retain the best people,114,Support,Stage - 2,1365.0014
913121659,8-HGHB858,Phase - 5: Build high-performing teams,116,Labour,Stage - 1,60000
916117662,9-XY5V567,Phase - 1: Maintain alignment across the organization,112,Project,Stage - 2,20000
91816664,9-L2NO901,Phase - 1: Develop leadership abilities and potential of the team,109,Project,Stage - 0,3000
919153665,6-J3N5660,Phase - 3: Grow shareholder value,118,Services,Stage - 0,5000
919162665,9-SMXB645,Phase - 6: Grow earnings per share,114,Project,Stage - 1,15000
920117666,6-TQQ5860,Phase - 7: Increase revenue,115,Services,Stage - 4,10000
92012666,8-SGIR967,Phase - 4: Manage cost,117,Project,Stage - 2,1000
922117668,8-VVH7656,Phase - 6: Maintain appropriate financial leverage,114,Services,Stage - 1,800
924139670,8-VVH7700,Phase - 1: Ensure favorable bond ratings,110,Project,Stage - 1,100
924146670,6-VVH7621,Phase - 4: Balance the budget,112,Services,Stage - 5,100
927114673,9-W2B4690,Phase - 4: Ensure financial sustainability,114,Support,Stage - 3,5000
927159673,6-W2B4967,Phase - 6: Maintain profitability,113,Labour,Stage - 0,43000
928121674,7-A4A4807,Phase - 2: Diversify and grow revenue streams,110,Project,Stage - 3,1638.0016
928122674,5-A4A4642,Phase - 3: Best value for the cost,114,Labour,Stage - 0,2047.502
928127674,6-A4A4693,Phase - 7: Broad product offering,116,Project,Stage - 2,4095.0041
928171674,9-IEBN800,Phase - 6: Reliable products/services,111,Services,Stage - 5,10000
929122675,6-IEBN990,Phase - 3: Cross-sell more products,119,Labour,Stage - 1,5000
930151676,8-IEBN569,Phase - 3: Increase share of market,120,Project,Stage - 4,10000
931121677,9-IEBN922,Phase - 7: Increase share of wallet,115,Services,Stage - 0,10000
931136677,9-QFVQ811,Phase - 6: Partner with customers to provide solutions,112,Project,Stage - 2,5000
933126679,5-QFVQ611,Phase - 6: Best service,119,Services,Stage - 0,10000
935126681,9-OEAT601,Phase - 6: Understands my needs,118,Support,Stage - 5,6825.0068
936123682,6-TJH7995,Phase - 5: Most innovative products/services,116,Labour,Stage - 5,1365.0014
938117684,7-YM6K753,Phase - 1: Differentiate the product,115,Project,Stage - 1,2000
93816684,5-PPWH942,Phase - 3: Invest a certain amount in innovation,115,Project,Stage - 0,3412.5034
939119685,8-ZBE7647,Phase - 5: Grow percentage of sales from new products,116,Services,Stage - 1,17000
939124685,9-PDN3694,Phase - 4: Improve or focus research and development (R&D),116,Project,Stage - 1,6000
939157685,6-PDN3635,Phase - 5: Acquire new customers from innovative offerings,115,Services,Stage - 5,500
940168686,9-MNX5697,Phase - 5: Great customer service,115,Support,Stage - 2,0
941154687,8-MNX5745,Phase - 7: Improve customer service,120,Labour,Stage - 1,17745.0177
942149688,6-6AXA811,Phase - 1: Invest in customer management,114,Project,Stage - 2,800
944131690,9-6AXA590,Phase - 4: Partner with customers to design solutions,120,Services,Stage - 0,100
945117691,7-6AXA703,Phase - 4: Improve customer satisfaction,115,Support,Stage - 2,100
945123691,5-C5KI726,Phase - 5: Improve customer retention,112,Labour,Stage - 4,750
945138691,8-4M36695,Phase - 3: Develop and use a customer database,116,Project,Stage - 4,20000
946113692,7-4M36947,Phase - 2: Reduce cost by a certain amount annually,113,Services,Stage - 5,35000
946139692,9-4M36659,Phase - 6: Reduce waste by a certain amount,114,Support,Stage - 1,10000
947135693,9-MEHG685,Phase - 5: Invest in Total Quality Management,116,Labour,Stage - 2,200
94917695,7-MEHG682,Phase - 3: Reduce error rates,118,Project,Stage - 5,1000
